KO	pval	FoldEnrichment	genes	size	cluster
Transporters [BR:ko02000]	0	15.2893963822691	K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K22044---ybiO; moderate conductance mechanosensitive channel|K16785---ecfT; energy-coupling factor transport system permease protein|K16786---ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]|K08368---yaaU; MFS transporter, putative metabolite transport protein|K05564---phaG; multicomponent K+:H+ antiporter subunit G|K05563---phaF; multicomponent K+:H+ antiporter subunit F|K05562---phaE; multicomponent K+:H+ antiporter subunit E|K05561---phaD; multicomponent K+:H+ antiporter subunit D|K05560---phaC; multicomponent K+:H+ antiporter subunit C|K05559---phaA; multicomponent K+:H+ antiporter subunit A|K09811---ftsX; cell division transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K16264---czcD, zitB; cobalt-zinc-cadmium efflux system protein|K01992---ABC-2.P; ABC-2 type transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K09691---ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein|K02002---proX; glycine betaine/proline transport system substrate-binding protein|K02000---proV; glycine betaine/proline transport system ATP-binding protein [EC:3.6.3.32]|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K03548---perM; putative permease|K07552---bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein|K02072---metI; D-methionine transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K02073---metQ; D-methionine transport system substrate-binding protein|K01992---ABC-2.P; ABC-2 type transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K05846---opuBD; osmoprotectant transport system permease protein|K05846---opuBD; osmoprotectant transport system permease protein|K01992---ABC-2.P; ABC-2 type transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K08369---ydjE; MFS transporter, putative metabolite:H+ symporter|K10544---xylH; D-xylose transport system permease protein|K09936---TC.BAT2; bacterial/archaeal transporter family-2 protein|K02037---pstC; phosphate transport system permease protein|K02038---pstA; phosphate transport system permease protein|K02036---pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K11189---PTS-HPR; phosphocarrier protein|K06147---ABCB-BAC; ATP-binding cassette, subfamily B, bacterial|K06147---ABCB-BAC; ATP-binding cassette, subfamily B, bacterial|K01998---livM; branched-chain amino acid transport system permease protein|K01995---livG; branched-chain amino acid transport system ATP-binding protein|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K06861---lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]|K01999---livK; branched-chain amino acid transport system substrate-binding protein|K05786---rarD; chloramphenicol-sensitive protein RarD|K02020---modA; molybdate transport system substrate-binding protein|K03893---arsB; arsenical pump membrane protein|K16786---ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]|K16785---ecfT; energy-coupling factor transport system permease protein|K06199---crcB, FEX; fluoride exporter|K06199---crcB, FEX; fluoride exporter|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K02004---ABC.CD.P; putative ABC transport system permease protein|K16238---eat, eutP; ethanolamine permease|K15553---ssuA; sulfonate transport system substrate-binding protein|K15554---ssuC; sulfonate transport system permease protein|K06188---aqpZ; aquaporin Z|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K01992---ABC-2.P; ABC-2 type transport system permease protein|K02193---ccmA; heme exporter protein A [EC:3.6.3.41]|K06902---UMF1; MFS transporter, UMF1 family|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K13893---yejA; microcin C transport system substrate-binding protein|K15269---pecM; probable blue pigment (indigoidine) exporter|K03641---tolB; TolB protein|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02011---afuB, fbpB; iron(III) transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K02012---afuA, fbpA; iron(III) transport system substrate-binding protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K10240---cebE; cellobiose transport system substrate-binding protein|K03523---bioY; biotin transport system substrate-specific component|K16785---ecfT; energy-coupling factor transport system permease protein|K03313---nhaA; Na+:H+ antiporter, NhaA family|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K10974---codB; cytosine permease|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02030---ABC.PA.S; polar amino acid transport system substrate-binding protein|K02029---ABC.PA.P; polar amino acid transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K03327---TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K06147---ABCB-BAC; ATP-binding cassette, subfamily B, bacterial|K03588---ftsW, spoVE; cell division protein FtsW|K03980---murJ, mviN; putative peptidoglycan lipid II flippase|K18138---acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K16211---malY, malT; maltose/moltooligosaccharide transporter|K06147---ABCB-BAC; ATP-binding cassette, subfamily B, bacterial|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K16264---czcD, zitB; cobalt-zinc-cadmium efflux system protein|K02042---phnE; phosphonate transport system permease protein|K02044---phnD; phosphonate transport system substrate-binding protein|K06196---ccdA; cytochrome c-type biogenesis protein|K10439---rbsB; ribose transport system substrate-binding protein|K06147---ABCB-BAC; ATP-binding cassette, subfamily B, bacterial|K03762---proP; MFS transporter, MHS family, proline/betaine transporter|K06188---aqpZ; aquaporin Z|K08483---PTS-EI.PTSI, ptsI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]|K03284---corA; magnesium transporter|K10441---rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]|K02821---PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]|K22736---VIT; vacuolar iron transporter family protein|K11936---pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]|K09691---ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein|K09690---ABC-2.LPSE.P; lipopolysaccharide transport system permease protein|K03498---trkH, trkG, ktrB; trk system potassium uptake protein|K20444---rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]|K03499---trkA, ktrA; trk system potassium uptake protein|K11936---pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]|K11936---pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]|K11936---pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]|K19416---yccA; modulator of FtsH protease|K08225---entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter|K06189---corC; magnesium and cobalt transporter|K08151---tetA; MFS transporter, DHA1 family, tetracycline resistance protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K03548---perM; putative permease|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K05770---TSPO, BZRP; translocator protein|K07114---yfbK; Ca-activated chloride channel homolog|K02004---ABC.CD.P; putative ABC transport system permease protein|K02824---pyrP, uraA; uracil permease|K06901---pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease|K13888---macA; membrane fusion protein, macrolide-specific efflux system|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K02030---ABC.PA.S; polar amino acid transport system substrate-binding protein|K10003---gltJ, aatQ; glutamate/aspartate transport system permease protein|K02029---ABC.PA.P; polar amino acid transport system permease protein|K11741---sugE; quaternary ammonium compound-resistance protein SugE|K11741---sugE; quaternary ammonium compound-resistance protein SugE|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K02073---metQ; D-methionine transport system substrate-binding protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K02072---metI; D-methionine transport system permease protein|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K07552---bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K03284---corA; magnesium transporter|K08225---entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K10441---rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]|K10440---rbsC; ribose transport system permease protein|K10559---rhaS; rhamnose transport system substrate-binding protein|K08225---entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K10440---rbsC; ribose transport system permease protein|K10441---rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K05834---rhtB; homoserine/homoserine lactone efflux protein|K10439---rbsB; ribose transport system substrate-binding protein|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K17317---gtsC, glcG; glucose/mannose transport system permease protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K08151---tetA; MFS transporter, DHA1 family, tetracycline resistance protein|K03446---emrB; MFS transporter, DHA2 family, multidrug resistance protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K03588---ftsW, spoVE; cell division protein FtsW|K08225---entS; MFS transporter, ENTS family, enterobactin (siderophore) exporter|K06895---lysE, argO; L-lysine exporter family protein LysE/ArgO|K10439---rbsB; ribose transport system substrate-binding protein|K10441---rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]|K06188---aqpZ; aquaporin Z|K02044---phnD; phosphonate transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02004---ABC.CD.P; putative ABC transport system permease protein|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K06189---corC; magnesium and cobalt transporter|K02003---ABC.CD.A; putative ABC transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein	197	nonDEG_nonPA
Tryptophan metabolism	0	5.40691005735068	K01556---KYNU, kynU; kynureninase [EC:3.7.1.3]|K07130---kynB; arylformamidase [EC:3.5.1.9]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01426---E3.5.1.4, amiE; amidase [EC:3.5.1.4]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00164---OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00274---MAO, aofH; monoamine oxidase [EC:1.4.3.4]|K01556---KYNU, kynU; kynureninase [EC:3.7.1.3]	11	nonDEG_nonPA
Two-component system	0	97.3243810323122	K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K04771---degP, htrA; serine protease Do [EC:3.4.21.107]|K18353---vanJ; vancomycin resistance protein VanJ|K01467---ampC; beta-lactamase class C [EC:3.5.2.6]|K07702---dpiA, citB; two-component system, CitB family, response regulator CitB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07700---dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]|K07702---dpiA, citB; two-component system, CitB family, response regulator CitB|K01915---glnA, GLUL; glutamine synthetase [EC:6.3.1.2]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K01467---ampC; beta-lactamase class C [EC:3.5.2.6]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K01546---kdpA; K+-transporting ATPase ATPase A chain [EC:3.6.3.12]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K01467---ampC; beta-lactamase class C [EC:3.5.2.6]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K14205---mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K02313---dnaA; chromosomal replication initiator protein|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K04771---degP, htrA; serine protease Do [EC:3.4.21.107]|K19668---CBH2, cbhA; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K10003---gltJ, aatQ; glutamate/aspartate transport system permease protein|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K00412---CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit|K00406---ccoP; cytochrome c oxidase cbb3-type subunit III|K02259---COX15, ctaA; cytochrome c oxidase assembly protein subunit 15|K01915---glnA, GLUL; glutamine synthetase [EC:6.3.1.2]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K00426---cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]|K00425---cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	66	nonDEG_nonPA
Two-component system [BR:ko02022]	0	16.9580360889635	K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07702---dpiA, citB; two-component system, CitB family, response regulator CitB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07700---dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]|K07702---dpiA, citB; two-component system, CitB family, response regulator CitB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K00936---pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07657---phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]|K07636---phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]|K07687---rcsB; two-component system, NarL family, captular synthesis response regulator RcsB|K07674---narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	46	nonDEG_nonPA
Tyrosine metabolism	0	16.220730172052	K16165---nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]|K00135---gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]|K00135---gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]|K16165---nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]|K02510---hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]|K16165---nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]|K00121---frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]|K00135---gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]|K00135---gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]|K16165---nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]|K00274---MAO, aofH; monoamine oxidase [EC:1.4.3.4]	11	nonDEG_nonPA
Ubiquinone and other terpenoid-quinone biosynthesis	0	8.84767100293747	K00355---NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|K00355---NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|K00355---NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]|K03183---ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]|K02548---menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]|K19222---menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	6	nonDEG_nonPA
Valine, leucine and isoleucine degradation	0	13.2715065044062	K00826---E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]|K07250---gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]|K00020---mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01028---E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K01969---E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]|K01641---E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]|K00253---IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K07250---gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]|K01969---E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]|K00253---IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]|K01692---paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	18	nonDEG_nonPA
Phenylalanine, tyrosine and tryptophan biosynthesis	0	16.1935483870968	K01658---trpG; anthranilate synthase component II [EC:4.1.3.27]|K00817---hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]|K01696---trpB; tryptophan synthase beta chain [EC:4.2.1.20]|K01735---aroB; 3-dehydroquinate synthase [EC:4.2.3.4]|K00014---aroE; shikimate dehydrogenase [EC:1.1.1.25]	5	down_nonPA
Pyrimidine metabolism	0	40.4838709677419	K09903---pyrH; uridylate kinase [EC:2.7.4.22]|K01937---pyrG, CTPS; CTP synthase [EC:6.3.4.2]|K01591---pyrF; orotidine-5-phosphate decarboxylase [EC:4.1.1.23]|K01955---carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]|K00609---pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	5	down_nonPA
Quorum sensing	2.53603139308436e-07	13.494623655914	K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K03076---secY; preprotein translocase subunit SecY|K03073---secE; preprotein translocase subunit SecE|K01658---trpG; anthranilate synthase component II [EC:4.1.3.27]	5	down_nonPA
